"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000121964",844.855011591584,-0.491222587275223,0.132848865347381,-3.69760468778372,0.000217643472024046,0.195770303085629
"ENSG00000271952",22.8025566373703,1.15041465063406,0.314415608901818,3.65889802561711,0.000253302099227924,0.218731428725297
"ENSG00000147485",133.766466095624,1.00267253471364,0.276204617401163,3.63018020534156,0.000283223414325123,0.226452854387065
"ENSG00000150938",1560.68934868002,0.869038827315143,0.239092173086344,3.63474394036858,0.00027825686386388,0.226452854387065
"ENSG00000184205",242.014290359644,0.69921643925457,0.193373964141828,3.61587684442222,0.000299332669880489,0.230785488477857
"ENSG00000162065",189.600957631501,0.460939653865794,0.127839393549612,3.60561514778239,0.000311414366213532,0.231821149579922
"ENSG00000249265",70.0977771507312,1.3224719143491,0.371568303049241,3.55916234914645,0.000372039507742445,0.267719629771463
"ENSG00000058866",209.828322060705,0.564428326251264,0.161582334835169,3.49313139228393,0.000477391553261718,0.291483546652303
"ENSG00000087253",220.252860124029,0.394417664390327,0.112305938045528,3.51199296541588,0.000444759771242809,0.291483546652303
"ENSG00000137766",1552.24007151462,1.18607890701687,0.338953465902463,3.49923817376801,0.000466589597361499,0.291483546652303
"ENSG00000223547",347.993080613205,0.740039242742097,0.210321846459598,3.51860377416502,0.000433824108150455,0.291483546652303
"ENSG00000251027",45.3307848504137,1.23377131103085,0.352676553907898,3.49830828661508,0.000468219573265789,0.291483546652303
"ENSG00000263405",141.531802316119,1.3286912724967,0.380897785670542,3.48831450977756,0.000486075953283441,0.291483546652303
"ENSG00000156113",1200.74320948888,0.517442786386166,0.149805109299563,3.45410639734219,0.000552119504662839,0.316122086377181
"ENSG00000212829",23.7938497161199,-1.01513271183366,0.294070977432337,-3.4519989721435,0.000556449846318922,0.316122086377181
"ENSG00000250254",33.586983908572,-1.23040895402385,0.358839006697928,-3.42886066190572,0.000606120618625336,0.335511074740609
"ENSG00000269926",145.093707739049,1.47608312888416,0.431554082162921,3.42038967975028,0.00062531492477541,0.337482464901289
"ENSG00000160179",196.947763632247,0.673511715992858,0.197515433819582,3.40991943246353,0.000649820727979452,0.342154387210254
"ENSG00000139656",23.4139762434823,-1.53635043786648,0.451560718778637,-3.4023119681932,0.000668183168732504,0.343446148728507
"ENSG00000227325",33.0460959642961,-1.22342421524565,0.361632825478947,-3.38305631858873,0.00071683930582938,0.35988667288941
"ENSG00000138061",125.571428437826,0.796058245262901,0.238885394172967,3.3323855902488,0.000861048656998264,0.387256633484969
"ENSG00000168209",153.958159099991,1.43225883006269,0.42872087866769,3.3407722864201,0.000835457143887626,0.387256633484969
"ENSG00000230069",58.7948829758708,0.826895484627186,0.247286763615931,3.34387280797392,0.000826176060019198,0.387256633484969
"ENSG00000260784",35.494567901433,-1.45571082100384,0.433914009793592,-3.35483710631123,0.000794117309202296,0.387256633484969
"ENSG00000264151",489.986370116265,1.38422686353726,0.414749387375505,3.33750188830059,0.000845351474543219,0.387256633484969
"ENSG00000162645",693.853246607976,0.71114526691516,0.214552894960823,3.31454519429819,0.000917923399744407,0.404410823544536
"ENSG00000108001",218.451322399865,-0.505595561848228,0.153855949693914,-3.28616191219174,0.00101562612694844,0.413685600538924
"ENSG00000172331",186.570922977572,-0.654651400367759,0.198915747121916,-3.29109891921488,0.000997968140506817,0.413685600538924
"ENSG00000253166",20.572536268143,1.14858111700682,0.349374320982723,3.28753731463745,0.00101067794174126,0.413685600538924
"ENSG00000265356",26.4476584613499,-1.86989547932306,0.567531997916207,-3.29478423452546,0.000984972766216382,0.413685600538924
"ENSG00000170054",20.6029813306508,-2.23624020937282,0.682889987014539,-3.27467125290447,0.00105784999344074,0.415215739243614
"ENSG00000170525",1087.29011328015,1.30750969745454,0.398767451164158,3.27887768582268,0.00104220797717101,0.415215739243614
"ENSG00000257542",594.760033613896,-0.917391906431315,0.281813360994428,-3.25531728940791,0.0011326574916633,0.436639463036203
"ENSG00000123836",1005.35743648195,0.736467337265732,0.227436842858567,3.23811801117776,0.0012032102794082,0.455700061611653
"ENSG00000227471",86.2379612728515,-1.26740171875901,0.392078380564989,-3.2325213058998,0.00122702985430405,0.455904797080935
"ENSG00000264338",44.7469081738689,-1.32078312484649,0.409147022992466,-3.22813817680108,0.00124598772594845,0.455904797080935
"ENSG00000168743",240.939900862255,0.894868738379779,0.277845986941457,3.22073659666832,0.00127861604698019,0.460046053703472
"ENSG00000115380",199.40683364076,0.704318907401183,0.219616702613417,3.20703707422913,0.00134109711223426,0.466961362240535
"ENSG00000264424",2136.1822646656,-0.960837108688262,0.299499430287483,-3.20814336029279,0.00133594886962356,0.466961362240535
"ENSG00000119139",279.064350453619,0.640384048890924,0.200347515451121,3.19636631105195,0.00139170303091385,0.473273604288314
"ENSG00000133800",195.347744415322,0.943177084100812,0.295718239053557,3.18944508502228,0.00142546219152728,0.473273604288314
"ENSG00000168542",803.519976628577,-0.705894771004758,0.221080877810452,-3.19292549403559,0.00140839280487421,0.473273604288314
"ENSG00000196616",689.094733360335,0.738078669351709,0.231726790570987,3.18512446287735,0.00144691763401096,0.473273604288314
"ENSG00000234281",312.81971535765,-0.950021573942184,0.298832929254648,-3.17910605203964,0.00147730029815538,0.475999385620572
"ENSG00000215018",241.283005519671,0.532487267889212,0.168125657252745,3.1671981337668,0.00153915412589702,0.488636165733307
"ENSG00000183665",65.7382159559566,-0.545191106094591,0.174141870469462,-3.13072958631278,0.00174372641382505,0.545558924951523
"ENSG00000082397",264.231382916578,0.572589927043873,0.183824141753732,3.11487882702027,0.00184020488542108,0.563258737903572
"ENSG00000140285",157.48790037099,0.947253281249189,0.30429764154936,3.11291693365141,0.00185248148930673,0.563258737903572
"ENSG00000125398",89.9377016272012,0.702734636014825,0.22647836646299,3.10287753744313,0.00191648927007441,0.565461154288684
"ENSG00000196440",347.481552566695,0.646624007172789,0.208204132028336,3.10572129800376,0.00189815528003186,0.565461154288684
"ENSG00000251867",47.2596010967787,0.833652166715987,0.268961168432442,3.09952611960556,0.0019383048646175,0.565461154288684
"ENSG00000006788",346.652335437152,-0.86077318311912,0.279752816102422,-3.07690623140672,0.00209161085674916,0.577399011259552
"ENSG00000102554",236.191269669368,0.766812703689623,0.24912259216667,3.07805364828817,0.00208357401469418,0.577399011259552
"ENSG00000147231",88.8902882779832,0.719023382568156,0.233666157942382,3.07713957767669,0.00208997413194144,0.577399011259552
